"","species","SVL","abu_cat","lat.range","maxGCD_extant","mean_lat","min_lat","Red.List.status","Order","Family","Genus"
"450","Cochranella nola",23,3,1.68,239.751168612949,-18.168,-19.02,"NT","ANURA","CENTROLENIDAE","Cochranella"
"451","Cochranella phryxa",26.5,1,0.0600000000000005,0,-15.2225,-15.25,"DD","ANURA","CENTROLENIDAE","Cochranella"
"452","Cochranella ramirezi",27,1,0.98,156.929494272007,6.47946153846154,6.05,"DD","ANURA","CENTROLENIDAE","Cochranella"
"453","Cochranella ritae",19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","Cochranella xanthocheridia",23.6,3,1.94,222.647743139366,6.03571428571429,5.11,"VU","ANURA","CENTROLENIDAE","Cochranella"
"455","Colostethus agilis",26,3,2.38,351.967331236494,3.513125,2.49,"NT","ANURA","DENDROBATIDAE","Colostethus"
"456","Colostethus argyrogaster",20.975,NA,2.12,314.264747851814,-5.53,-6.35,"LC","ANURA","DENDROBATIDAE","Colostethus"
"457","Conraua alleni",47,3,5.02,743.961797863289,5.82499102333932,4.35,"VU","ANURA","CONRAUIDAE","Conraua"
"458","Conraua beccarii",131.8,3,9.6,1160.37569344409,10.6012721145746,6.06,"LC","ANURA","CONRAUIDAE","Conraua"
"459","Conraua crassipes",76,3,12.69,1446.7857852309,1.07463647959184,-5.4,"LC","ANURA","CONRAUIDAE","Conraua"
"460","Conraua derooi",79,3,0.85,156.929494272007,6.567,6.15,"CR","ANURA","CONRAUIDAE","Conraua"
"461","Conraua goliath",245,NA,3.71,458.957587376035,2.99752542372881,1.29,"EN","ANURA","CONRAUIDAE","Conraua"
"462","Conraua robusta",122,1,1.11,157.072716675297,5.35958333333333,4.68,"VU","ANURA","CONRAUIDAE","Conraua"
"463","Cophixalus concinnus",20.5,3,0.0700000000000003,0,-16.1435714285714,-16.18,"CR","ANURA","MICROHYLIDAE","Cophixalus"
"464","Cophixalus cupricarenus",27.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Cophixalus desticans",15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Cophixalus hosmeri",14.5,3,0.25,111.323871569726,-16.4909677419355,-16.63,"LC","ANURA","MICROHYLIDAE","Cophixalus"
"467","Cophixalus interruptus",17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Cophixalus iovaorum",15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Cophixalus kaindiensis",27.4,3,0.23,111.323871569685,-7.38551724137931,-7.5,"DD","ANURA","MICROHYLIDAE","Cophixalus"
"470","Cophixalus kethuk",13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","Cophixalus linnaeus",14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","Cophixalus mcdonaldi",21,1,0.189999999999998,111.323871569644,-19.5096923076923,-19.61,"EN","ANURA","MICROHYLIDAE","Cophixalus"
"473","Cophixalus melanops",19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Cophixalus neglectus",24.5,NA,0.329999999999998,0,-17.3333333333333,-17.49,"EN","ANURA","MICROHYLIDAE","Cophixalus"
"475","Cophixalus phaeobalius",17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","Cophixalus pipilans",20.4,3,2.19,314.001915861975,-5.51648484848485,-6.84,"LC","ANURA","MICROHYLIDAE","Cophixalus"
"477","Cophixalus saxatilis",32,NA,0.17,0,-15.6823076923077,-15.77,"VU","ANURA","MICROHYLIDAE","Cophixalus"
"478","Cophixalus tomaiodactylus",15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","Cophixalus zweifeli",42.775,NA,0.69,154.947465207498,-14.3542307692308,-14.86,"DD","ANURA","MICROHYLIDAE","Cophixalus"
"480","Cophyla berara",24.5,3,0.0500000000000007,9.50453877449036e-05,-14.375,-14.4,"EN","ANURA","MICROHYLIDAE","Cophyla"
"481","Cophyla occultans",20,3,1.45,310.220683818139,-13.9927397260274,-14.82,"VU","ANURA","MICROHYLIDAE","Cophyla"
"482","Cophyla phyllodactyla",28,3,1.72,247.662064305331,-13.44025,-14.15,"LC","ANURA","MICROHYLIDAE","Cophyla"
"483","Corythomantis greeningi",76.4,3,14.18,1690.12840901001,-10.1541025641026,-17.88,"LC","ANURA","HYLIDAE","Corythomantis"
"484","Craugastor alfredi",45,3,2.72,673.073249957385,17.5140909090909,16.65,"VU","ANURA","CRAUGASTORIDAE","Craugastor"
"485","Craugastor augusti",70.5,4,18.44,2629.28061131975,30.4878583264292,16.06,"LC","ANURA","CRAUGASTORIDAE","Craugastor"
"486","Craugastor berkenbuschii",93,3,5.2,697.034156742876,19.1775,16.85,"NT","ANURA","CRAUGASTORIDAE","Craugastor"
"487","Craugastor brocchi",59,1,1.25,340.528338536106,15.5355384615385,15.02,"VU","ANURA","CRAUGASTORIDAE","Craugastor"
"488","Craugastor chrysozetetes",43.5,1,0.0699999999999985,0,15.6666666666667,15.63,"EX","ANURA","CRAUGASTORIDAE","Craugastor"
"489","Craugastor crassidigitus",32.475,3,3.8,1042.94221920187,8.88473101869515,7.22,"LC","ANURA","CRAUGASTORIDAE","Craugastor"
"490","Craugastor decoratus",60,1,4.42,543.544729167362,21.0354794520548,18.7,"VU","ANURA","CRAUGASTORIDAE","Craugastor"
"491","Craugastor fitzingeri",52.5,3,12.17,1597.09498003612,8.611607071911,3.74,"LC","ANURA","CRAUGASTORIDAE","Craugastor"
"492","Craugastor megacephalus",48.3,1,6.56,950.969922267095,9.87926605504587,8.5,"LC","ANURA","CRAUGASTORIDAE","Craugastor"
"493","Craugastor mexicanus",39.5,3,4.33,566.534093335108,18.2533333333333,16.23,"LC","ANURA","CRAUGASTORIDAE","Craugastor"
"494","Craugastor milesi",26.8,3,0.58,154.598076416561,15.31125,14.99,"CR","ANURA","CRAUGASTORIDAE","Craugastor"
"495","Craugastor pygmaeus",18,3,4.56,1016.84637855027,16.8121100917431,14.57,"VU","ANURA","CRAUGASTORIDAE","Craugastor"
"496","Craugastor ranoides",46.3,1,3.31,491.789857122774,9.80469607843137,8.56,"CR","ANURA","CRAUGASTORIDAE","Craugastor"
"497","Craugastor spatulatus",32,3,1.28,153.42049024026,18.2926923076923,17.63,"EN","ANURA","CRAUGASTORIDAE","Craugastor"
"498","Craugastor underwoodi",45.2,4,1.96,397.156202201374,9.58634328358209,8.62,"LC","ANURA","CRAUGASTORIDAE","Craugastor"
"499","Craugastor uno",62.5,1,1.65,389.306408951281,16.8726732673267,16.07,"EN","ANURA","CRAUGASTORIDAE","Craugastor"
"500","Craugastor vulcani",73,NA,0.490000000000002,111.323871569685,18.4545355191257,18.22,"EN","ANURA","CRAUGASTORIDAE","Craugastor"
"501","Crinia flindersensis",19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","Crinia riparia",22.4,1,3.82,384.131682698038,-32.6977692307692,-33.37,"LC","ANURA","MYOBATRACHIDAE","Crinia"
"503","Crinia tinnula",17,NA,9.76,1117.46776815139,-29.9395644080417,-34.18,"VU","ANURA","MYOBATRACHIDAE","Crinia"
"504","Crossodactylus trachystomus",27,NA,0.439999999999998,104.610065309496,-20.0672727272727,-20.29,"DD","ANURA","HYLODIDAE","Crossodactylus"
"505","Cruziohyla calcarifer",70,1,16.04,1899.23431785063,7.78330855018587,-0.15,"LC","ANURA","PHYLLOMEDUSIDAE","Cruziohyla"
"506","Cryptothylax greshoffii",49.775,3,10.61,1702.67775898764,-0.740550029256875,-6.37,"LC","ANURA","HYPEROLIIDAE","Cryptothylax"
"507","Cryptothylax minutus",31.775,NA,0.49,0,-0.812727272727273,-1.06,"DD","ANURA","HYPEROLIIDAE","Cryptothylax"
"508","Ctenophryne aterrima",55,1,11.35,1491.87514514138,6.06828506957503,-0.75,"LC","ANURA","MICROHYLIDAE","Ctenophryne"
"509","Ctenophryne geayi",49.3,NA,26.15,3474.13848384531,1.57749157113958,-17.5,"LC","ANURA","MICROHYLIDAE","Ctenophryne"
"510","Cycloramphus faustoi",38.7,1,0.0300000000000011,0,-23.9138461538462,-23.93,"CR","ANURA","CYCLORAMPHIDAE","Cycloramphus"
"511","Cycloramphus granulosus",42.5,NA,1.19,302.603061134542,-23.0388,-23.58,"DD","ANURA","CYCLORAMPHIDAE","Cycloramphus"
"512","Cycloramphus ohausi",38.5,3,0.43,111.323871569685,-22.3766666666667,-22.6,"DD","ANURA","CYCLORAMPHIDAE","Cycloramphus"
"513","Dendrobates auratus",33.45,3,16.1,8885.99418780064,8.58699815837937,5.47,"LC","ANURA","DENDROBATIDAE","Dendrobates"
"514","Dendrobates leucomelas",37.25,3,8.75,1442.99844145124,7.01624020887728,-0.1,"LC","ANURA","DENDROBATIDAE","Dendrobates"
"515","Dendropsophus brevifrons",23.2,1,16.83,3137.75564546021,2.82289772727273,-11.26,"LC","ANURA","HYLIDAE","Dendropsophus"
"516","Dendropsophus ebraccatus",37,3,20.48,2833.24062456559,9.222109375,-0.51,"LC","ANURA","HYLIDAE","Dendropsophus"
"517","Dendropsophus frosti",24.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","Dendropsophus koechlini",26,3,18.03,2452.47606526653,-9.59555555555556,-20.05,"LC","ANURA","HYLIDAE","Dendropsophus"
"519","Dendropsophus leucophyllata",44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","Dendropsophus luddeckei",46.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","Dendropsophus marmorata",56,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","Dendropsophus melanargyreus",35,1,26.8,3076.43674646781,0.611028999064546,-20.8,"LC","ANURA","HYLIDAE","Dendropsophus"
"523","Dendropsophus microcephalus",32,3,35.12,6106.43922017984,8.15844119450039,-13.51,"LC","ANURA","HYLIDAE","Dendropsophus"
"524","Dendropsophus minutus",25,3,45.05,5322.77261610017,-8.18613159865219,-33.75,"LC","ANURA","HYLIDAE","Dendropsophus"
"525","Dendropsophus nanus",23,4,37.82,4275.98543912826,-20.6339393939394,-35.71,"LC","ANURA","HYLIDAE","Dendropsophus"
"526","Dendropsophus parviceps",26.1,1,23.37,3046.61079728213,-2.83739130434783,-16.96,"LC","ANURA","HYLIDAE","Dendropsophus"
"527","Dendropsophus phlebodes",25.9,4,6.99,1195.63592905494,8.82444444444444,5.27,"LC","ANURA","HYLIDAE","Dendropsophus"
"528","Dendropsophus rubicundulus",21.8,4,16.19,2485.1580150754,-15.3228846153846,-23.74,"LC","ANURA","HYLIDAE","Dendropsophus"
"529","Dendropsophus sarayacuensis",31,2,14.83,1806.12907622661,-3.76769230769231,-12.68,"LC","ANURA","HYLIDAE","Dendropsophus"
"530","Dendropsophus werneri",20.875,3,4.54,632.920996861172,-25.7161306532663,-27.74,"LC","ANURA","HYLIDAE","Dendropsophus"
"531","Dermatonotus muelleri",40,3,24.46,3631.35742544257,-19.3467816091954,-29.05,"LC","ANURA","MICROHYLIDAE","Dermatonotus"
"532","Diasporus diastema",25,3,7.02,861.547731063938,9.79902346227013,8.03,"LC","ANURA","ELEUTHERODACTYLIDAE","Diasporus"
"533","Didynamipus sjostedti",20,3,2.1,248.736011094866,4.47924528301887,3.52,"EN","ANURA","BUFONIDAE","Didynamipus"
"534","Discoglossus galganoi",52.03,3,6.97,886.365798048606,41.0468212180747,36.82,"LC","ANURA","ALYTIDAE","Discoglossus"
"535","Discoglossus jeanneae",40.1,3,7.28,889.372374560257,37.7416279069767,36.01,"NT","ANURA","ALYTIDAE","Discoglossus"
"536","Discoglossus montalentii",60,NA,1.02,111.323871569685,42.098,41.55,"NT","ANURA","ALYTIDAE","Discoglossus"
"537","Discoglossus pictus",52.18,3,9.94,1525.53091060205,37.4696090286175,33.69,"LC","ANURA","ALYTIDAE","Discoglossus"
"538","Discoglossus sardus",55.05,1,4.15000000000001,557.728097139442,41.0046253521127,38.87,"LC","ANURA","ALYTIDAE","Discoglossus"
"539","Duellmanohyla lythrodes",32.65,1,0.360000000000001,156.358800273402,9.37133333333333,9.19,"EN","ANURA","HYLIDAE","Duellmanohyla"
"540","Duellmanohyla rufioculis",32.5,NA,2.3,312.480033400706,9.54460526315789,8.63,"LC","ANURA","HYLIDAE","Duellmanohyla"
"541","Duellmanohyla salvavida",30.29,1,0.590000000000002,111.323871569685,15.4202127659574,15.12,"CR","ANURA","HYLIDAE","Duellmanohyla"
"542","Duellmanohyla soralia",33.7,3,0.300000000000001,111.323871569604,15.5762962962963,15.44,"EN","ANURA","HYLIDAE","Duellmanohyla"
"543","Duellmanohyla uranochroa",35.5,1,2.32,397.156202201374,9.8010599078341,8.62,"EN","ANURA","HYLIDAE","Duellmanohyla"
"544","Duttaphrynus crocus",63.5,NA,0.140000000000001,9.50453877449036e-05,17.645,17.57,"DD","ANURA","BUFONIDAE","Duttaphrynus"
"545","Duttaphrynus dodsoni",53,NA,19.45,2426.49770411275,13.8477555321391,2.79,NA,NA,NA,NA
"546","Duttaphrynus himalayanus",131,1,10.41,2601.44228508236,27.9099127906977,25.22,"LC","ANURA","BUFONIDAE","Duttaphrynus"
"547","Duttaphrynus kotagamai",62.7,1,0.61,156.929494272007,6.66805555555556,6.38,"EN","ANURA","BUFONIDAE","Duttaphrynus"
"548","Duttaphrynus melanostictus",150,3,48.12,7542.99218673771,12.30627467144,-8.85,"LC","ANURA","BUFONIDAE","Duttaphrynus"
"549","Duttaphrynus noellerti",70.2,3,0.97,156.929494272007,6.6152,6.17,"EN","ANURA","BUFONIDAE","Duttaphrynus"
"550","Dyscophus antongilii",80.65,3,4.31,493.557126886067,-16.0960526315789,-19.42,"NT","ANURA","MICROHYLIDAE","Dyscophus"
"551","Dyscophus guineti",77.5,1,0.690000000000001,105.875165149639,-17.8862068965517,-18.34,"LC","ANURA","MICROHYLIDAE","Dyscophus"
"552","Dyscophus insularis",45,3,11.06,1331.79234629062,-17.9536663826161,-24.57,"LC","ANURA","MICROHYLIDAE","Dyscophus"
"553","Ecnomiohyla fimbrimembra",58.89,NA,1.52,347.689565888343,9.39829268292683,8.79,"EN","ANURA","HYLIDAE","Ecnomiohyla"
"554","Ecnomiohyla miliaria",75.675,1,6.32,743.47288087894,10.8239267015707,8.65,"VU","ANURA","HYLIDAE","Ecnomiohyla"
"555","Ecnomiohyla miotympanum",51,2,8.1,1149.38896552776,20.9626051779935,17.03,"NT","ANURA","HYLIDAE","Ecnomiohyla"
"556","Ecnomiohyla rabborum",80,1,0.0200000000000014,9.50453877449036e-05,8.63,8.62,"CR","ANURA","HYLIDAE","Ecnomiohyla"
"557","Ecnomiohyla valancifer",82,1,0.349999999999998,111.323871569685,18.418,18.26,"CR","ANURA","HYLIDAE","Ecnomiohyla"
"558","Edalorhina nasuta",35,NA,0.91,156.358800273402,-9.77753424657534,-10.23,"DD","ANURA","LEPTODACTYLIDAE","Edalorhina"
"559","Edalorhina perezi",30.5,3,13.22,1883.86491829466,-5.042,-12.43,"LC","ANURA","LEPTODACTYLIDAE","Edalorhina"
"560","Eleutherodactylus abbotti",22,4,2.16,643.095174203224,18.8942562929062,17.79,"LC","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"561","Eleutherodactylus acmonis",23,1,0.57,313.826467317269,20.0935971223022,19.89,"EN","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"562","Eleutherodactylus adelus",13.5,3,0.0599999999999987,0.000134414476389852,22.3119230769231,22.28,"EN","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"563","Eleutherodactylus albipes",33,1,0.120000000000001,0,20.0325714285714,19.97,"CR","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"564","Eleutherodactylus amadeus",25,4,0.199999999999999,0,18.4033870967742,18.3,"CR","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"565","Eleutherodactylus antillensis",30,NA,9.59,2053.30617578509,17.8586332882273,8.93,"LC","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"566","Eleutherodactylus apostates",33,3,0.259999999999998,111.323871569644,18.4080701754386,18.3,"CR","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"567","Eleutherodactylus atkinsi",43,4,3.36,1164.40234793381,21.795754968852,19.83,"LC","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"568","Eleutherodactylus auriculatus",22,4,3.36,1164.40234793381,21.5681526104418,19.83,"LC","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"569","Eleutherodactylus bakeri",35,3,0.259999999999998,111.323871569644,18.4080701754386,18.3,"CR","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"570","Eleutherodactylus bartonsmithi",23.5,3,0.169999999999998,104.610065309496,20.3764864864865,20.28,"CR","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"571","Eleutherodactylus bresslerae",38,NA,0.239999999999998,0,20.1952,20.07,"CR","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"572","Eleutherodactylus brevirostris",28,1,0.199999999999999,0,18.4015384615385,18.3,"CR","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"573","Eleutherodactylus brittoni",16,3,0.550000000000001,105.875165149596,18.2570886075949,17.93,"LC","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"574","Eleutherodactylus chlorophenax",59,NA,0.259999999999998,111.323871569644,18.4080701754386,18.3,"CR","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"575","Eleutherodactylus cochranae",20,3,0.82,211.749560259424,18.2371064814815,17.68,"LC","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"576","Eleutherodactylus cooki",37,NA,0.139999999999997,9.50453877449036e-05,18.0711111111111,18.01,"VU","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"577","Eleutherodactylus coqui",39.5,3,8.55,9509.8995658401,19.2337570303712,17.68,"LC","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"578","Eleutherodactylus cubanus",14,3,0.120000000000001,0,20.0219047619048,19.97,"CR","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"579","Eleutherodactylus cystignathoides",26,3,14.2,1586.93340492015,25.5878661916073,18.79,"LC","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"580","Eleutherodactylus dimidiatus",45,3,3.17,1164.40234793381,21.3612215189873,19.83,"NT","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"581","Eleutherodactylus eneidae",30,1,0.349999999999998,105.875165149596,18.2016666666667,18.05,"CR","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"582","Eleutherodactylus etheridgei",22,3,0.140000000000001,104.610065309496,19.9324444444444,19.88,"EN","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"583","Eleutherodactylus eunaster",21,3,0.259999999999998,111.323871569644,18.4080701754386,18.3,"CR","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"584","Eleutherodactylus feichtingeri",17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","Eleutherodactylus fowleri",33,1,0.120000000000001,0.000134414476389852,18.2811475409836,18.22,"CR","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"586","Eleutherodactylus furcyensis",37,3,0.34,0.000134414476389852,18.296,18.16,"CR","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"587","Eleutherodactylus fuscus",37,3,0.169999999999998,9.50453877449036e-05,18.31375,18.23,"CR","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"588","Eleutherodactylus glamyrus",22,3,0.120000000000001,0,20.0289655172414,19.97,"EN","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"589","Eleutherodactylus glandulifer",44.5,3,0.259999999999998,111.323871569644,18.4015789473684,18.3,"CR","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"590","Eleutherodactylus gryllus",16,NA,0.300000000000001,105.875165149596,18.2382222222222,18.07,"EN","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"591","Eleutherodactylus guantanamera",35,3,0.610000000000003,209.219198589518,20.3918518518519,19.99,"VU","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"592","Eleutherodactylus gundlachi",26,3,0.57,209.21919858954,20.1449367088608,19.93,"EN","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"593","Eleutherodactylus guttilatus",26.6,1,8.75,1046.12598943617,24.1469140625,20.78,"LC","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"594","Eleutherodactylus hedricki",35,NA,0.309999999999999,105.875165149596,18.2618181818182,18.07,"EN","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"595","Eleutherodactylus heminota",30,1,0.580000000000002,335.700066636427,18.2997402597403,18.06,"EN","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"596","Eleutherodactylus iberia",10,3,0.0800000000000018,111.323871569685,20.4843333333333,20.45,"CR","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"597","Eleutherodactylus intermedius",18.5,1,0.25,209.21919858954,20.09046875,19.94,"EN","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"598","Eleutherodactylus ionthus",35,3,0.300000000000001,104.610065309496,19.9650595238095,19.89,"EN","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"599","Eleutherodactylus jasperi",22.7,NA,0.109999999999999,9.50453877449036e-05,18.078,18.03,"CR","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"600","Eleutherodactylus johnstonei",24.75,3,13.63,3573.51065596561,14.2301371520775,4.9,"LC","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"601","Eleutherodactylus jugans",33,3,0.289999999999999,0.000134414476389852,18.3331818181818,18.2,"CR","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"602","Eleutherodactylus lamprotes",29,3,0.259999999999998,111.323871569644,18.4080701754386,18.3,"CR","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"603","Eleutherodactylus leberi",33,3,0.239999999999998,0,20.3497368421053,20.23,"EN","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"604","Eleutherodactylus leoncei",37,1,0.440000000000001,105.875165149639,18.2371428571429,18.04,"CR","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"605","Eleutherodactylus leprus",30,1,3.24,912.496074500806,17.1329264909847,15.55,"VU","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"606","Eleutherodactylus limbatus",11.775,3,3.07,1087.95429188244,21.567725631769,19.99,"VU","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"607","Eleutherodactylus locustus",20,NA,0.310000000000002,9.50453877449036e-05,18.2286363636364,18.04,"CR","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"608","Eleutherodactylus mariposa",36,3,0.129999999999999,0,20.335,20.27,"CR","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"609","Eleutherodactylus marnockii",25.8,3,11.21,1240.5813459294,30.1256161137441,20.87,"LC","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"610","Eleutherodactylus martinicensis",43.25,4,7.33,10070.1120516185,16.6368562874252,13.7,"NT","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"611","Eleutherodactylus melacara",32.5,3,0.189999999999998,104.610065309496,20.0520078740157,19.96,"EN","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"612","Eleutherodactylus nortoni",66,1,0.5,238.688148561113,18.3048717948718,18.03,"CR","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"613","Eleutherodactylus orcutti",39,3,0.119999999999997,105.875165149596,18.07175,18.01,"CR","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"614","Eleutherodactylus orientalis",12.9,3,0.0400000000000027,0,20.33,20.31,"CR","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"615","Eleutherodactylus oxyrhyncus",41.5,3,0.379999999999999,238.688148561113,18.4408333333333,18.25,"CR","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"616","Eleutherodactylus parabates",24,3,0.309999999999999,105.258646865668,18.6703448275862,18.57,"CR","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"617","Eleutherodactylus parapelates",52,3,0.300000000000001,111.323871569644,18.475,18.33,"CR","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"618","Eleutherodactylus paulsoni",26,3,0.470000000000002,238.688148561113,18.3653535353535,18.15,"CR","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"619","Eleutherodactylus pezopetrus",45.5,NA,0.0499999999999972,0,20.374,20.35,"CR","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"620","Eleutherodactylus pinchoni",18,1,0.370000000000001,0,16.1821428571429,15.98,"EN","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"621","Eleutherodactylus pipilans",25.4,3,2.38,916.735319751115,16.5020588235294,15.26,"LC","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"622","Eleutherodactylus planirostris",20.9,4,18.79,14404.4261003422,24.2813806396345,13.41,"LC","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"623","Eleutherodactylus portoricensis",42,NA,0.359999999999999,105.875165149596,18.19,18.01,"EN","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"624","Eleutherodactylus principalis",21,3,0.190000000000001,0,20.3913333333333,20.27,"EN","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"625","Eleutherodactylus richmondi",42,NA,0.23,105.875165149596,18.23625,18.09,"CR","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"626","Eleutherodactylus ricordii",40,3,0.75,236.396156133166,19.9933846153846,19.88,"VU","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"627","Eleutherodactylus schmidti",58,3,1.21,237.569616037981,19.4819008264463,18.61,"CR","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"628","Eleutherodactylus simulans",21,1,0.0300000000000011,0,20.4433333333333,20.43,"EN","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"629","Eleutherodactylus symingtoni",68.5,1,0.509999999999998,204.946739448769,22.8238709677419,22.53,"CR","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"630","Eleutherodactylus tetajulia",13,1,0.0500000000000007,0,20.4729166666667,20.45,"CR","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"631","Eleutherodactylus turquinensis",45,3,0.169999999999998,0,20.0307051282051,19.96,"CR","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"632","Eleutherodactylus unicolor",15,NA,0.0199999999999996,9.50453877449036e-05,18.31,18.3,"VU","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"633","Eleutherodactylus varleyi",15.5,4,3.36,1164.40234793381,21.797238037553,19.83,"LC","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"634","Eleutherodactylus warreni",33,NA,0.100000000000001,0,20.0348936170213,19.99,"CR","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"635","Eleutherodactylus wightmanae",20.4,NA,0.260000000000002,105.875165149596,18.1786290322581,18.08,"EN","ANURA","ELEUTHERODACTYLIDAE","Eleutherodactylus"
"636","Engystomops pustulosus",30,1,17.8,4575.95399069029,10.4477062937063,2.98,"LC","ANURA","LEPTODACTYLIDAE","Engystomops"
"637","Epidalea calamita",63.08,1,23.47,3490.6940429279,50.0368688302073,36.01,"LC","ANURA","BUFONIDAE","Epidalea"
