Species ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Authority,Infraspecific rank,Infraspecific name,Infraspecific authority,Stock/subpopulation,Synonyms,Common names (Eng),Common names (Fre),Common names (Spa),Red List status,Red List criteria,Red List criteria version,Year assessed,Population trend,Petitioned
55170,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Andinobates,abditus,"(Myers & Daly, 1976)",,,,,Andinobates abdita|Dendrobates abditus  |Ranitomeya abdita|Ranitomeya abditus  ,Collins' Poison Frog,,,CR,A2ac; B1ab(iii),3.1,2004,decreasing,N
55171,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Andinobates,altobueyensis,"(Silverstone, 1975)",,,,,Dendrobates altobueyensis  |Ranitomeya altobueyensis,"Alto de Buey Poison Frog, Golden Poison-arrow Frog, Golden Poison Frog ",,,VU,D2,3.1,2004,stable,N
55177,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Andinobates,bombetes,"(Myers & Daly, 1980)",,,,,Dendrobates bombetes  |Ranitomeya bombetes,Cauca Poison Frog,,,EN,B1ab(iii),3.1,2004,decreasing,N
55180,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Andinobates,claudiae,"(Jungfer, Lötters & Jörgens, 2000)",,,,,Dendrobates claudiae  |Ranitomeya claudiae,,,,DD,,3.1,2015,unknown,N
136124,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Andinobates,daleswansoni,"(Rueda-Almonacid, Rada, Sánchez-Pacheco, Velásquez-Álvarez & Quevedo, 2006)",,,,,Dendrobates daleswansoni  |Ranitomeya daleswansoni,,,,VU,D2,3.1,2008,unknown,N
135747,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Andinobates,dorisswansonae,"(Rueda-Almonacid, Rada, Sánchez-Pacheco, Velásquez-Álvarez & Quevedo, 2006)",,,,,Dendrobates dorisswansoni  |Ranitomeya dorisswansonae|Ranitomeya dorisswansoni  ,,,,VU,D2,3.1,2014,stable,N
55184,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Andinobates,fulguritus,"(Silverstone, 1975)",,,,,Dendrobates fulguritus  |Ranitomeya fulgurita|Ranitomeya fulguritus  ,"Yellowbelly Poison Frog, Yellow-bellied Poison Frog, Yellow-bellied Poison-arrow Frog",,,LC,,3.1,2004,unknown,N
55192,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Andinobates,minutus,"(Shreve, 1935)",,,,,Dendrobates minutus  |Dendrobates shrevei  |Ranitomeya minuta|Ranitomeya minutus  ,"Bluebelly Poison Frog, Blue-bellied Poison Frog, Blue-bellied Poison-arrow Frog",,,LC,,3.1,2004,unknown,N
55195,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Andinobates,opisthomelas,"(Boulenger, 1899)",,,,,Dendrobates opisthomelas  |Ranitomeya opisthomelas,Andean Poison Frog,,,VU,B1ab(iii),3.1,2004,decreasing,N
136028,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Andinobates,tolimensis,"(Bernal-Bautista, Luna-Mora, Gallego & Quevedo-Gil, 2007)",,,,,Ranitomeya tolimense|Ranitomeya tolimensis,,,,VU,D2,3.1,2014,unknown,N
55210,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Andinobates,viridis,"(Myers & Daly, 1976)",,,,,Dendrobates viridis  |Ranitomeya viridis,Green Poison Frog,,,VU,B1ab(iii),3.1,2004,decreasing,N
55211,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Andinobates,virolinensis,"(Ruíz-Carranza & Ramírez-Pinilla, 1992)",,,,,Dendrobates virolinensis  |Ranitomeya virolensis  |Ranitomeya virolinensis,Santander Poison Frog,,,EN,B1ab(iii),3.1,2004,decreasing,N
1272,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,CRYPTOBRANCHIDAE,Andrias,davidianus,"(Blanchard, 1871)",,,,,Sieboldia  davidiana,Chinese Giant Salamander,,,CR,A2ad,3.1,2004,decreasing,N
1273,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,CRYPTOBRANCHIDAE,Andrias,japonicus,"(Temminck, 1836)",,,,,Triton   japonicus  ,Japanese Giant Salamander,,,NT,,3.1,2004,decreasing,N
1282,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Aneides,aeneus,"(Cope & Packard, 1881)",,,,,"",Green Salamander,,,NT,,3.1,2004,decreasing,N
59115,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Aneides,ferreus,"Cope, 1869",,,,,"",Clouded Salamander,,,NT,,3.1,2004,decreasing,N
59116,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Aneides,flavipunctatus,"(Strauch, 1870)",,,,,"",Black Salamander,,,NT,,3.1,2004,decreasing,N
59117,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Aneides,hardii,"(Taylor, 1941)",,,,,"",Sacramento Mountain Salamander,,,LC,,3.1,2004,stable,N
59118,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Aneides,lugubris,"(Hallowell, 1849)",,,,,Ambystoma  punctulatum |Autodax  lugubris|Plethodon  crassulus |Salamandra  lugubris ,"Arboreal Salamander, Sad-colored Anaides",,,LC,,3.1,2008,stable,N
59119,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Aneides,vagrans,"Wake & Jackman, 1998",,,,,"",Wandering Salamander,,,NT,,3.1,2015,decreasing,N
58059,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PYXICEPHALIDAE,Anhydrophryne,hewitti,"(FitzSimons, 1947)",,,,,Arthroleptella hewitti  ,Hewitt's Moss Frog,,,LC,,3.1,2013,unknown,N
58062,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PYXICEPHALIDAE,Anhydrophryne,ngongoniensis,"(Bishop & Passmore, 1993)",,,,,Arthroleptella ngongoniensis  ,"Mistbelt Chirping Frog, Mistbelt Moss Frog, Ngongoni Moss Frog",,,EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",3.1,2016,stable,N
1301,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PYXICEPHALIDAE,Anhydrophryne,rattrayi,"Hewitt, 1919",,,,,"","Hogsback Chirping Frog, Hogsback Frog, Rattray's Forest Frog, Rattray's Frog",,,VU,B1ab(iii),3.1,2016,unknown,N
57674,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Anodonthyla,boulengeri,"Müller, 1892",,,,,"",Boulenger's Climbing Frog,,,NT,,3.1,2016,decreasing,N
190941,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Anodonthyla,emilei,"Vences, Glaw, Köhler & Wollenberg, 2010",,,,,"",,,,EN,B1ab(iii),3.1,2015,decreasing,N
136168,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Anodonthyla,hutchisoni,"Fenolio, Walvoord, Stout, Randrianirina & Andreone, 2007",,,,,"",,,,EN,B1ab(iii),3.1,2012,decreasing,N
190942,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Anodonthyla,jeanbai,"Vences, Glaw, Köhler & Wollenberg, 2010",,,,,"",,,,EN,B1ab(iii),3.1,2015,decreasing,N
57675,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Anodonthyla,montana,"Angel, 1925",,,,,"",Mountain Climbing Frog,,,VU,D2,3.1,2016,stable,N
136055,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Anodonthyla,moramora,"Glaw & Vences, 2005",,,,,"",,,,EN,B1ab(iii),3.1,2016,decreasing,N
57676,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Anodonthyla,nigrigularis,"Glaw & Vences, 1992",,,,,"",Black-throated Climbing Frog,,,EN,B1ab(iii),3.1,2016,decreasing,N
190914,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Anodonthyla,pollicaris,"(Boettger, 1913)",,,,,Mantella pollicaris  ,,,,DD,,3.1,2012,unknown,N
57677,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Anodonthyla,rouxae,"Guibé, 1974",,,,,"",Madagascar Climbing Frog,,,EN,B1ab(iii),3.1,2012,unknown,N
190943,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Anodonthyla,theoi," Vences, Glaw, Köhler & Wollenberg, 2010",,,,,"",,,,CR,B1ab(iii),3.1,2016,decreasing,N
190944,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Anodonthyla,vallani,"Vences, Glaw, Köhler & Wollenberg, 2010",,,,,"",,,,CR,B1ab(iii),3.1,2016,decreasing,N
55048,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Anomaloglossus,atopoglossus,"(Grant, Humphrey & Myers, 1997)",,,,,Colostethus atopoglossus,,,,DD,,3.1,2008,unknown,N
55050,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Anomaloglossus,ayarzaguenai,"(La Marca, 1996)",,,,,Colostethus ayarzaguenai  ,,,Sapito Ninera De Ayarzaguena,DD,,3.1,2004,unknown,N
55051,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Anomaloglossus,baeobatrachus,"(Boistel & de Massary, 1999)",,,,,Colostethus baeobatrachus  ,,,,DD,,3.1,2004,stable,N
55052,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Anomaloglossus,beebei,"(Noble, 1923)",,,,,Colostethus beebei  ,,,,VU,D2,3.1,2008,stable,N
136051,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Anomaloglossus,breweri,"(Barrio-Amorós, 2006)",,,,,Colostethus breweri  ,,,,VU,D2,3.1,2008,unknown,N
55070,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Anomaloglossus,degranvillei,"(Lescure, 1975)",,,,,Colostethus degranvillei  ,,,,LC,,3.1,2004,stable,N
55091,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Anomaloglossus,guanayensis,"(La Marca, 1997)",,,,,Colostethus guanayensis  ,,,Sapito Ninera De Guanay,DD,,3.1,2004,unknown,N
135874,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Anomaloglossus,kaiei,"(Kok, Sambhu, Roopsind, Lenglet & Bourne, 2006)",,,,,Colostethus kaiei  ,,,,LC,,3.1,2008,stable,N
55101,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Anomaloglossus,lacrimosus,"(Myers, 1991)",,,,,Colostethus lacrimosus  ,Lowland Rocket Frog,,,DD,,3.1,2004,unknown,N
55117,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Anomaloglossus,murisipanensis,"(La Marca, 1997)",,,,,Colostethus murisipanensis  ,,,Sapito Ninera Del Murisipan,VU,D2,3.1,2004,stable,N
55126,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Anomaloglossus,parimae,"(La Marca, 1997)",,,,,Colostethus parimae  ,,,Sapito Ninera De Parima,DD,,3.1,2004,unknown,N
55127,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Anomaloglossus,parkerae,"(Meinhardt and Parmalee, 1996)",,,,,Colostethus parkerae  ,,,Sapito Ninera De Parker,DD,,3.1,2004,unknown,N
55134,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Anomaloglossus,praderioi,"(La Marca, 1997)",,,,,Colostethus praderioi  ,,,Sapito Ninera De Praderio,DD,,3.1,2004,unknown,N
55142,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Anomaloglossus,roraima,"(La Marca, 1997)",,,,,Colostethus roraima  ,,,Sapito Ninera Del Roraima,DD,,3.1,2004,unknown,N
55235,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Anomaloglossus,rufulus,"(Gorzula, 1990)",,,,,Allobates rufulus|Epipedobates rufulus  ,Sira Poison Frog,,Sapito Rufo Del Chimanta,DD,,3.1,2004,unknown,N
55149,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Anomaloglossus,shrevei,"(Rivero, 1961)",,,,,Colostethus shrevei  ,,,Sapito Ninera De Shreve,DD,,3.1,2004,unknown,N
55151,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Anomaloglossus,stepheni,"(Martins, 1990)",,,,,Colostethus stepheni  ,,,,LC,,3.1,2004,stable,N
55156,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Anomaloglossus,tamacuarensis,"(Myers and Donnelly, 1997)",,,,,Colostethus tamacuarensis  ,,,Sapito Ninera Del Tamacuari,DD,,3.1,2004,unknown,N
55157,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Anomaloglossus,tepuyensis,"(La Marca, 1997)",,,,,Colostethus tepuyensis  ,,,Sapito Ninera Del Auyan-tepui,DD,,3.1,2004,unknown,N
61766,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Anomaloglossus,triunfo,"(Barrio-Amorós, Fuentes and Rivas, 2004)",,,,,Colostethus triunfo  ,,,,DD,,3.1,2006,unknown,N
61767,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Anomaloglossus,wothuja,"(Barrio-Amorós, Fuentes and Rivas, 2004)",,,,,Colostethus wothuja  ,,,,DD,,3.1,2006,unknown,N
55296,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Anotheca,spinosa,"(Steindachner, 1864)",,,,,Anotheca  coronata|Gastrotheca coronata  |Hyla  spinosa |Nototrema  coronatum,"Spiny-headed Treefrog, Coronated Treefrog, Spine-headed Tree Frog, Crowned Hyla, Spinyhead Treefrog",,Rana De Corona,LC,,3.1,2008,decreasing,N
54464,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Ansonia,albomaculata,"Inger, 1960",,,,,"","White-lipped Slender Toad, Whitebelly Stream Toad",,,NT,,3.1,2004,decreasing,N
135905,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Ansonia,endauensis,"Grismer, 2006",,,,,"",,,,DD,,3.1,2008,unknown,N
54466,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Ansonia,fuliginea,"(Mocquard, 1890)",,,,,Ansonia altitudinis  ,,,,VU,D2,3.1,2004,unknown,N
54467,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Ansonia,glandulosa,"Iskandar and Mumpuni, 2004",,,,,"",,,,DD,,3.1,2004,unknown,N
54468,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Ansonia,guibei,"Inger, 1966",,,,,"",,,,EN,B1ab(iii)+2ab(iii),3.1,2004,decreasing,N
54469,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Ansonia,hanitschi,"Inger, 1960",,,,,"",Kadamaian Stream Toad,,,NT,,3.1,2009,stable,N
54470,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Ansonia,inthanon,"Matsui, Nabhitabhata & Panha, 1998",,,,,"",,,,DD,,3.1,2004,unknown,N
158637,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Ansonia,jeetsukumarani,"Wood, Grismer, Ahmad & Senawi, 2008",,,,,Bufo penangensis  ,"Jeet Sukumaran's Torrent-Dwelling Toad, Sukumaran's dwarf toad",,,DD,,3.1,2009,unknown,N
135840,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Ansonia,kraensis,"Matsui, Khonsue and Nabhitabhata, 2005",,,,,"",,,,DD,,3.1,2008,unknown,N
54471,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Ansonia,latidisca,"Inger, 1966",,,,,"",,,,EN,B1ab(iii)+2ab(iii),3.1,2004,decreasing,N
158636,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Ansonia,latiffi,"Wood, Grismer, Ahmad & Senawi, 2008",,,,,"",Latiff's Torrent-Dwelling Toad,,,DD,,3.1,2009,unknown,N
135841,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Ansonia,latirostra,"Grismer, 2006",,,,,"",,,,DD,,3.1,2008,unknown,N
164781,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Ansonia,leptopus,"(Günther, 1872)",,,,,"",,,,NT,,3.1,2004,decreasing,N
54473,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Ansonia,longidigita,"Inger, 1960",,,,,"","Long-fingered Slender Toad, Long-fingered Stream Toad",,,NT,,3.1,2004,decreasing,N
54474,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Ansonia,malayana,"Inger, 1960",,,,,"",,,,LC,,3.1,2014,,N
54475,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Ansonia,mcgregori,"(Taylor, 1922)",,,,,"",,,,VU,B1ab(iii),3.1,2004,decreasing,N
54476,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Ansonia,minuta,"Inger, 1960",,,,,"",,,,NT,,3.1,2004,decreasing,N
54477,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Ansonia,muelleri,"(Boulenger, 1887)",,,,,"",,,,VU,B1ab(iii),3.1,2004,decreasing,N
164782,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Ansonia,penangensis,"Stoliczka, 1870",,,,,"",,,,VU,D2,3.1,2004,stable,N
54480,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Ansonia,platysoma,"Inger, 1960",,,,,"",,,,EN,B1ab(iii)+2ab(iii),3.1,2004,decreasing,N
54482,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Ansonia,siamensis,"Kiew, 1984",,,,,"",,,,VU,D2,3.1,2004,unknown,N
54483,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Ansonia,spinulifer,"(Mocquard, 1890)",,,,,"","Spiny Slender Toad, Kina Balu Stream Toad",,,NT,,3.1,2004,decreasing,N
42859157,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Ansonia,thinthinae,"Wilkinson, Sellas & Vindum, 2012",,,,,"",Thin Thin's Stream Toad,,,EN,B1ab(iii),3.1,2015,decreasing,N
54484,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Ansonia,tiomanica,"Hendrickson, 1966",,,,,"",,,,VU,D2,3.1,2004,stable,N
54485,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Ansonia,torrentis,"Dring, 1983",,,,,"",,,,VU,D2,3.1,2004,stable,N
55297,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Aparasphenodon,bokermanni,"Pombal, 1993",,,,,"",Bokermann's Casque-headed Frog,,,DD,,3.1,2004,unknown,N
55298,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Aparasphenodon,brunoi,"Miranda-Ribeiro, 1920",,,,,"",Bruno's Casque-headed Frog,,,LC,,3.1,2004,decreasing,N
55299,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Aparasphenodon,venezolanus,"(Mertens, 1950)",,,,,"",,,Rana De Casco Del Casiquiare,LC,,3.1,2004,stable,N
57678,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Aphantophryne,minuta,"Zweifel and Parker, 1989",,,,,"",,,,DD,,3.1,2004,unknown,N
57679,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Aphantophryne,pansa,"Fry, 1917",,,,,"",,,,LC,,3.1,2004,stable,N
57680,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Aphantophryne,sabini,"Zweifel and Parker, 1989",,,,,"",,,,DD,,3.1,2004,unknown,N
55374,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Aplastodiscus,albofrenatus,"(A. Lutz, 1924)",,,,,"",,,,LC,,3.1,2004,stable,N
55380,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Aplastodiscus,albosignatus,"(A. Lutz and B. Lutz, 1938)",,,,,"",,,,LC,,3.1,2004,decreasing,N
55397,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Aplastodiscus,arildae,"(Cruz and Peixoto, 1985)",,,,,"",,,,LC,,3.1,2010,stable,N
55429,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Aplastodiscus,callipygius,"(Cruz & Peixoto, 1985)",,,,,"",,,,LC,,3.1,2010,decreasing,N
55437,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Aplastodiscus,cavicola,"(Cruz and Peixoto, 1984)",,,,,"",,,,NT,,3.1,2004,decreasing,N
55300,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Aplastodiscus,cochranae,"(Mertens, 1952)",,,,,"",,,,LC,,3.1,2004,stable,N
55472,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Aplastodiscus,ehrhardti,"(Muller, 1924)",,,,,Hyla arianae  ,,,,LC,,3.1,2004,decreasing,N
61770,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Aplastodiscus,eugenioi,"(Carvalho-e-Silva and Carvalho-e-Silva, 2005)",,,,,"",,,,NT,,3.1,2006,unknown,N
55483,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Aplastodiscus,flumineus,"(Cruz and Peixoto, 1984)",,,,,"",,,,DD,,3.1,2004,decreasing,N
55508,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Aplastodiscus,ibirapitanga,"(Cruz, Pimenta and Silvano, 2003)",,,,,Aplastodiscus ibiripitanga  |Aplastodiscus ibiripitanga  ,,,,LC,,3.1,2004,unknown,N
55538,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Aplastodiscus,leucopygius,"(Cruz & Peixoto, 1985)",,,,,"",,,,LC,,3.1,2010,stable,N
55572,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Aplastodiscus,musicus,"(B. Lutz, 1948)",,,,,"",,,,DD,,3.1,2004,decreasing,N
55301,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Aplastodiscus,perviridis,"Lutz, 1950",,,,,"",,,,LC,,3.1,2010,stable,N
55654,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Aplastodiscus,sibilatus,"(Cruz, Pimenta & Silvano, 2003)",,,,,Hyla sibilatus  ,,,,DD,,3.1,2004,unknown,N
55695,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Aplastodiscus,weygoldti,"(Cruz and Peixoto, 1985)",,,,,"",,,,NT,,3.1,2004,decreasing,N
59373,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Aquiloeurycea,cephalica,"(Cope, 1865)",,,,,Geotriton  cephalicus|Magnadigita  sulcata|Oedipus manni |Oedipus  cephalicus|Oedipus  sulcatus|Pseudoeurycea cephalica|Pseudoeurycea  sulcata|Spelerpes  cephalicus |Spelerpes  sulcatum ,Chunky False Brook Salamander ,,,NT,,3.1,2010,decreasing,N
59379,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Aquiloeurycea,galeanae,"(Taylor, 1941)",,,,,Bolitoglossa galaenae |Pseudoeurycea galeanae,Galeana False Brook Salamander,,,VU,B1ab(iii)+2ab(iii),3.1,2016,decreasing,N
59391,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Aquiloeurycea,praecellens,"(Rabb, 1955)",,,,,Parvimolge praecellens|Pseudoeurycea praecellens,Admirable False Brook Salamander,,,CR,B1ab(iii),3.1,2016,decreasing,N
61911,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Aquiloeurycea,quetzalanensis,"(Parra-Olea, Canseco-Márquez & García-París, 2004)",,,,,Pseudoeurycea quetzalanensis,Cuetzalan Salamander,,Salamandra De Cuetzalan,CR,B1ab(iii),3.1,2016,decreasing,N
59396,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Aquiloeurycea,scandens,"(Walker, 1955)",,,,,Pseudoeurycea scandens,Tamaulipan False Brook Salamander,,,LC,,3.1,2016,stable,N
57681,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Arcovomer,passarellii,"Carvalho, 1954",,,,,"",,,,LC,,3.1,2004,decreasing,N
41129,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MYOBATRACHIDAE,Arenophryne,rotunda,"Tyler, 1976",,,,,"",Sandhill Frog,,,LC,,3.1,2004,stable,N
55302,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Argenteohyla,siemersi,"(Mertens, 1937)",,,,,"",Red-spotted Argentina Frog,,Rana Tractor,EN,B2ab(iii),3.1,2004,decreasing,N
56090,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Arlequinus,krebsi,"(Mertens, 1938)",,,,,"",Mebebque Frog,,,EN,B1ab(iii),3.1,2004,decreasing,N
55253,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Aromobates,alboguttatus,"(Boulenger, 1903)",,,,,Colostethus inflexus|Nephelobates alboguttatus|Phyllobates alboguttatus,Whitebelly Rocket Frog,,Sapito de Niebla de Garganta Blanca,EN,"B1ab(iii,v)+2ab(iii,v)",3.1,2010,decreasing,N
55062,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Aromobates,capurinensis,"(Péfaur, 1993)",,,,,Colostethus capurinensis,Sierra Nevada Rocket Frog,,Sapito Ninera de Capuri,DD,,3.1,2004,unknown,N
55254,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Aromobates,duranti,"(Péfaur, 1985)",,,,,Colostethus duranti|Nephelobates duranti,Durant's Rocket Frog,,Sapito de Niebla de Durant,EN,B1ab(iii)+2ab(iii),3.1,2004,decreasing,N
55255,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Aromobates,haydeeae,"(Rivero, 1976)",,,,,Colostethus haydeeae  |Nephelobates haydeeae,El Vivero Rocket Frog,,Sapito de Niebla de Haydee,EN,"B1ab(iii,v)+2ab(iii,v)",3.1,2004,decreasing,N
55104,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Aromobates,leopardalis,"(Rivero, 1978)",,,,,Colostethus leopardalis,Leopard Rocket Frog,,Sapito Leopardo,CR,A2ace; B2ab(v),3.1,2010,decreasing,N
